Date,Open,High,Low,Close,Adj Close,Volume
2014-08-01,598.780029,598.909973,587.419983,591.719971,591.719971,1278807
2014-08-02,591.719971,592.059998,580.619995,588.940002,588.940002,752201
2014-08-03,588.940002,595.090027,586.489990,592.770020,592.770020,2047890
2014-08-04,592.770020,594.250000,585.440002,588.760010,588.760010,2429310
2014-08-05,588.760010,593.789978,587.200012,589.770020,589.770020,1785940
2014-08-06,589.770020,595.080017,587.919983,592.799988,592.799988,1485017
2014-08-07,592.799988,608.200012,592.080017,595.849976,595.849976,1873039
2014-08-08,595.849976,595.559998,587.409973,589.520020,589.520020,843722
2014-08-09,589.520020,596.640015,588.059998,592.059998,592.059998,796584
2014-08-10,592.059998,593.619995,571.719971,575.890015,575.890015,1512262
2014-08-11,575.890015,578.289978,561.979980,567.659973,567.659973,1894843
2014-08-12,567.659973,573.510010,523.150024,542.099976,542.099976,2659458
2014-08-13,542.099976,544.940002,495.940002,504.799988,504.799988,5608470
2014-08-14,504.799988,515.239990,483.209991,496.450012,496.450012,2407799
2014-08-15,496.450012,524.250000,483.239990,522.010010,522.010010,1956441
2014-08-16,522.010010,524.710022,478.220001,485.500000,485.500000,1584568
2014-08-17,485.500000,493.260010,449.950012,462.179993,462.179993,2991012
2014-08-18,462.179993,487.049988,455.799988,485.119995,485.119995,2458098
2014-08-19,485.119995,521.840027,468.510010,516.780029,516.780029,2965577
2014-08-20,516.780029,537.169983,511.359985,517.940002,517.940002,2974478
2014-08-21,517.940002,524.440002,500.570007,516.099976,516.099976,3116862
2014-08-22,516.099976,516.820007,493.980011,497.679993,497.679993,1596652
2014-08-23,497.679993,514.820007,496.809998,509.709991,509.709991,1294320
2014-08-24,509.709991,511.329987,499.709991,502.929993,502.929993,1409621
2014-08-25,502.929993,516.039978,501.809998,512.559998,512.559998,1831000
2014-08-26,512.559998,527.369995,512.659973,515.229980,515.229980,1982424
2014-08-27,515.229980,521.590027,503.339996,510.750000,510.750000,2307082
2014-08-28,510.750000,515.179993,506.690002,512.559998,512.559998,1876846
2014-08-29,512.559998,512.909973,503.119995,505.959991,505.959991,1337420
2014-08-30,505.959991,508.339996,478.309998,481.779999,481.779999,2982601
2014-08-31,481.779999,487.470001,471.779999,477.190002,477.190002,3261178
2014-09-01,477.190002,486.989990,470.540009,478.940002,478.940002,3291738
2014-09-02,478.940002,487.290009,476.820007,480.040009,480.040009,3018772
2014-09-03,480.040009,498.470001,476.260010,490.989990,490.989990,4345165
2014-09-04,490.989990,495.019989,483.070007,483.649994,483.649994,3013185
2014-09-05,483.649994,491.380005,480.790009,484.470001,484.470001,1883095
2014-09-06,484.470001,490.720001,478.489990,485.750000,485.750000,1755360
2014-09-07,485.750000,487.019989,469.500000,475.690002,475.690002,3948928
2014-09-08,475.690002,478.600006,467.519989,474.899994,474.899994,3529051
2014-09-09,474.899994,491.040009,471.570007,479.700012,479.700012,4058785
2014-09-10,479.700012,488.920013,474.570007,478.489990,478.489990,3086920
2014-09-11,478.489990,479.709991,471.140015,477.730011,477.730011,2514548
2014-09-12,477.730011,480.640015,474.640015,478.170013,478.170013,2569793
2014-09-13,478.170013,480.329987,471.959991,477.739990,477.739990,2031789
2014-09-14,477.739990,479.279999,473.700012,477.709991,477.709991,2753462
2014-09-15,477.709991,478.809998,463.950012,466.750000,466.750000,3139554
2014-09-16,466.750000,469.390015,458.269989,461.089996,461.089996,3522262
2014-09-17,461.089996,462.260010,408.769989,424.260010,424.260010,3946908
2014-09-18,424.260010,429.170013,386.100006,397.670013,397.670013,6062707
2014-09-19,397.670013,427.690002,387.500000,411.529999,411.529999,5919676
2014-09-20,411.529999,415.070007,394.519989,401.619995,401.619995,4229727
2014-09-21,401.619995,410.750000,398.600006,404.089996,404.089996,5531782
2014-09-22,404.089996,445.510010,394.750000,436.859985,436.859985,7490861
2014-09-23,436.859985,439.190002,422.100006,423.769989,423.769989,9217984
2014-09-24,423.769989,427.549988,409.559998,412.290009,412.290009,6143388
2014-09-25,412.290009,416.420013,399.700012,404.459991,404.459991,4966479
2014-09-26,404.459991,407.070007,394.690002,399.019989,399.019989,3950428
2014-09-27,399.019989,402.269989,374.119995,379.079987,379.079987,5453338
2014-09-28,379.079987,389.260010,372.630005,376.769989,376.769989,7924759
2014-09-29,376.769989,395.179993,374.730011,388.170013,388.170013,6520432
2014-09-30,388.170013,395.130005,381.109985,382.839996,382.839996,6892843
2014-10-01,382.839996,385.589996,371.200012,375.140015,375.140015,5471103
2014-10-02,375.140015,378.220001,362.809998,363.450012,363.450012,6278574
2014-10-03,363.450012,369.880005,327.100006,335.320007,335.320007,8050734
2014-10-04,335.320007,344.250000,294.920013,322.859985,322.859985,9512572
2014-10-05,322.859985,347.940002,303.049988,331.549988,331.549988,13642089
2014-10-06,331.549988,345.510010,321.739990,331.649994,331.649994,10076018
2014-10-07,331.649994,351.640015,325.429993,350.869995,350.869995,7413499
2014-10-08,350.869995,384.609985,347.570007,360.910004,360.910004,13020038
2014-10-09,360.910004,378.130005,353.320007,361.709991,361.709991,10394856
2014-10-10,361.709991,370.149994,350.489990,361.220001,361.220001,5049013
2014-10-11,361.220001,374.570007,352.250000,373.170013,373.170013,4077867
2014-10-12,373.170013,391.220001,366.040009,387.320007,387.320007,8935310
2014-10-13,387.320007,407.739990,385.720001,397.100006,397.100006,11549913
2014-10-14,397.100006,397.869995,388.230011,393.170013,393.170013,8867207
2014-10-15,393.170013,398.839996,371.559998,379.769989,379.769989,7999668
2014-10-16,379.769989,384.760010,372.420013,380.480011,380.480011,6324477
2014-10-17,380.480011,395.709991,373.579987,390.880005,390.880005,3657801
2014-10-18,390.880005,394.489990,383.920013,387.279999,387.279999,2088508
2014-10-19,387.279999,387.769989,378.420013,380.390015,380.390015,4075710
2014-10-20,380.390015,388.239990,377.420013,382.350006,382.350006,3745779
2014-10-21,382.350006,383.690002,376.970001,378.929993,378.929993,4064736
2014-10-22,378.929993,381.079987,353.480011,355.779999,355.779999,6999640
2014-10-23,355.779999,360.869995,351.410004,355.100006,355.100006,7185001
2014-10-24,355.100006,356.570007,341.529999,346.720001,346.720001,4929757
2014-10-25,346.720001,356.799988,344.190002,348.670013,348.670013,4076756
2014-10-27,348.670013,356.350006,344.929993,350.089996,350.089996,3777108
2014-10-28,350.089996,355.720001,348.269989,351.059998,351.059998,3372185
2014-10-29,351.059998,352.829987,334.720001,335.119995,335.119995,4259966
2014-10-30,335.119995,350.380005,333.440002,344.859985,344.859985,5522262
2014-10-31,344.859985,347.970001,336.079987,337.869995,337.869995,4814121
2014-11-01,337.869995,339.000000,320.739990,325.429993,325.429993,4540440
2014-11-02,325.429993,329.760010,319.809998,322.549988,322.549988,3878749
2014-11-03,322.549988,332.850006,321.670013,324.239990,324.239990,4435458
2014-11-04,324.239990,328.750000,320.109985,327.959991,327.959991,4955240
2014-11-05,327.959991,341.980011,326.519989,338.010010,338.010010,5342189
2014-11-06,338.010010,351.140015,335.739990,347.670013,347.670013,5388972
2014-11-07,347.670013,351.609985,340.179993,341.869995,341.869995,5215262
2014-11-08,341.869995,346.290009,339.799988,343.540009,343.540009,2834855
2014-11-09,343.540009,362.209991,341.779999,362.040009,362.040009,4466556
2014-11-10,362.040009,374.670013,356.600006,367.149994,367.149994,8387025
2014-11-11,367.149994,370.989990,361.869995,365.420013,365.420013,5817809
2014-11-12,365.420013,442.730011,365.809998,432.029999,432.029999,15737081
2014-11-13,432.029999,480.450012,390.880005,428.720001,428.720001,25304725
2014-11-14,428.720001,430.179993,381.989990,396.529999,396.529999,14250930
2014-11-15,396.529999,407.320007,367.970001,374.859985,374.859985,5185270
2014-11-16,374.859985,390.359985,370.540009,385.609985,385.609985,5497204
2014-11-17,385.609985,412.329987,378.320007,384.690002,384.690002,10942934
2014-11-18,384.690002,394.940002,371.950012,379.160004,379.160004,10404772
2014-11-19,379.160004,389.290009,374.260010,381.429993,381.429993,7592152
2014-11-20,381.429993,383.029999,355.109985,357.299988,357.299988,8084810
2014-11-21,357.299988,358.730011,343.799988,351.769989,351.769989,8291129
2014-11-22,351.769989,364.209991,350.510010,352.010010,352.010010,4632290
2014-11-23,352.010010,370.589996,352.640015,365.850006,365.850006,4504560
2014-11-24,365.850006,388.720001,361.920013,378.850006,378.850006,9244691
2014-11-25,378.850006,395.730011,370.640015,376.429993,376.429993,17405251
2014-11-26,376.429993,378.269989,363.989990,365.350006,365.350006,8916241
2014-11-27,365.350006,374.429993,364.809998,368.829987,368.829987,5144146
2014-11-28,368.829987,383.250000,358.369995,377.589996,377.589996,16118258
2014-11-29,377.589996,389.299988,372.209991,376.279999,376.279999,31983637
2014-11-30,376.279999,381.059998,372.570007,374.929993,374.929993,4269105
2014-12-01,374.929993,383.579987,373.019989,378.609985,378.609985,7481865
2014-12-02,378.609985,384.869995,375.369995,380.640015,380.640015,9664274
2014-12-03,380.640015,384.670013,373.640015,376.959991,376.959991,8950322
2014-12-04,376.959991,380.429993,366.239990,369.839996,369.839996,9521316
2014-12-05,369.839996,379.700012,366.390015,377.630005,377.630005,11251853
2014-12-06,377.630005,380.329987,372.040009,376.260010,376.260010,4181319
2014-12-07,376.260010,377.880005,372.459991,376.470001,376.470001,3334332
2014-12-08,376.470001,377.359985,364.600006,364.950012,364.950012,8506201
2014-12-09,364.950012,365.350006,343.820007,352.190002,352.190002,15529628
2014-12-10,352.190002,354.070007,345.089996,347.940002,347.940002,9535221
2014-12-11,347.940002,367.130005,337.799988,347.679993,347.679993,18063629
2014-12-12,347.679993,356.429993,346.000000,353.399994,353.399994,9490205
2014-12-13,353.399994,353.100006,343.809998,348.239990,348.239990,6837218
2014-12-14,348.239990,351.589996,344.609985,349.350006,349.350006,4328238
2014-12-15,349.350006,351.220001,343.559998,345.369995,345.369995,7746836
2014-12-16,345.369995,346.450012,328.880005,330.220001,330.220001,13001054
2014-12-17,330.220001,335.670013,314.309998,320.019989,320.019989,19834674
2014-12-18,320.019989,325.619995,303.399994,310.339996,310.339996,18932813
2014-12-19,310.339996,320.239990,306.359985,317.779999,317.779999,13119110
2014-12-20,317.779999,332.619995,316.049988,330.350006,330.350006,9768954
2014-12-21,330.350006,332.029999,320.130005,322.630005,322.630005,6746131
2014-12-22,322.630005,335.260010,319.890015,330.839996,330.839996,11694687
2014-12-23,330.839996,339.320007,328.000000,335.250000,335.250000,8057502
2014-12-24,335.250000,336.279999,320.649994,322.399994,322.399994,7112691
2014-12-25,322.399994,323.380005,316.299988,318.989990,318.989990,4926116
2014-12-26,318.989990,332.880005,316.359985,329.980011,329.980011,7518851
2014-12-27,329.980011,330.700012,311.980011,315.339996,315.339996,6940336
2014-12-28,315.339996,322.839996,310.500000,316.529999,316.529999,6482718
2014-12-29,316.529999,321.609985,308.279999,314.119995,314.119995,6457547
2014-12-30,314.119995,316.179993,309.250000,311.269989,311.269989,7163083
2014-12-31,311.269989,319.089996,308.890015,318.239990,318.239990,6472822
2015-01-01,318.239990,321.359985,313.540009,314.890015,314.890015,4073067
2015-01-02,314.890015,316.399994,313.079987,315.209991,315.209991,4673971
2015-01-03,315.209991,315.829987,284.890015,287.130005,287.130005,14209564
2015-01-04,287.130005,289.940002,255.869995,264.720001,264.720001,24255392
2015-01-05,264.720001,278.320007,262.890015,274.839996,274.839996,14995382
2015-01-06,274.839996,285.109985,271.519989,282.269989,282.269989,6097640
2015-01-07,282.269989,296.059998,280.739990,291.339996,291.339996,8827164
2015-01-08,291.339996,292.709991,278.989990,282.690002,282.690002,5796312
2015-01-09,282.690002,290.589996,277.279999,287.970001,287.970001,5963203
2015-01-10,287.970001,289.250000,271.980011,273.350006,273.350006,4147357
2015-01-11,273.350006,278.010010,263.760010,264.769989,264.769989,4122751
2015-01-12,264.769989,273.079987,263.299988,269.329987,269.329987,6899315
2015-01-13,269.329987,269.100006,217.100006,221.289993,221.289993,22745960
2015-01-14,221.289993,230.860001,157.289993,164.919998,164.919998,32911586
2015-01-15,164.919998,231.259995,164.550003,209.779999,209.779999,25672423
2015-01-16,209.779999,222.630005,198.720001,206.919998,206.919998,13208882
2015-01-17,206.919998,212.589996,191.710007,199.649994,199.649994,8685194
2015-01-18,199.649994,220.729996,192.509995,210.619995,210.619995,8429486
2015-01-19,210.619995,219.479996,205.470001,215.869995,215.869995,6744459
2015-01-20,215.869995,216.570007,203.419998,210.550003,210.550003,7926400
2015-01-21,210.550003,229.320007,207.110001,228.169998,228.169998,9390361
2015-01-22,228.169998,238.779999,225.570007,232.699997,232.699997,12508308
2015-01-23,232.699997,236.970001,224.839996,232.169998,232.169998,8855407
2015-01-24,232.169998,248.880005,229.580002,248.160004,248.160004,8011743
2015-01-25,248.160004,256.429993,241.360001,252.089996,252.089996,12509649
2015-01-26,252.089996,310.910004,251.500000,269.179993,269.179993,29806496
2015-01-27,269.179993,276.899994,247.259995,263.269989,263.269989,13130803
2015-01-28,263.269989,267.660004,228.059998,236.169998,236.169998,15880595
2015-01-29,236.169998,241.509995,220.360001,233.990005,233.990005,12723448
2015-01-30,233.990005,244.830002,227.190002,231.839996,231.839996,11316575
2015-01-31,231.839996,235.360001,216.460007,218.509995,218.509995,9645307
2015-02-01,218.509995,231.440002,209.710007,225.289993,225.289993,9058010
2015-02-02,225.289993,242.509995,220.529999,238.860001,238.860001,8965813
2015-02-03,238.860001,247.479996,223.910004,227.410004,227.410004,15000263
2015-02-04,227.410004,230.710007,220.229996,226.580002,226.580002,12495299
2015-02-05,226.580002,229.850006,214.350006,216.520004,216.520004,9055713
2015-02-06,216.520004,226.160004,215.649994,222.960007,222.960007,11628519
2015-02-07,222.960007,231.000000,222.380005,227.679993,227.679993,9046632
2015-02-08,227.679993,230.229996,219.500000,223.669998,223.669998,6564922
2015-02-09,223.669998,225.000000,215.660004,220.339996,220.339996,20192733
2015-02-10,220.339996,222.190002,214.440002,219.669998,219.669998,18877297
2015-02-11,219.669998,223.529999,217.279999,218.830002,218.830002,15909377
2015-02-12,218.830002,223.000000,217.300003,221.789993,221.789993,11084499
2015-02-13,221.789993,241.580002,220.619995,236.169998,236.169998,26243104
2015-02-14,236.169998,261.250000,235.380005,258.640015,258.640015,33313626
2015-02-15,258.640015,264.570007,226.559998,233.270004,233.270004,43921119
2015-02-16,233.270004,240.029999,228.009995,235.830002,235.830002,27187677
2015-02-17,235.830002,247.169998,232.029999,243.199997,243.199997,27926884
2015-02-18,243.199997,245.509995,231.699997,235.199997,235.199997,23813015
2015-02-19,235.199997,244.110001,234.869995,241.919998,241.919998,15852470
2015-02-20,241.919998,247.759995,238.830002,244.520004,244.520004,20434846
2015-02-21,244.520004,247.320007,242.649994,244.410004,244.410004,10570761
2015-02-22,244.410004,246.539993,232.720001,235.729996,235.729996,18107359
2015-02-23,235.729996,240.059998,231.330002,238.820007,238.820007,14856549
2015-02-24,238.820007,240.250000,235.500000,238.889999,238.889999,10787951
2015-02-25,238.889999,239.639999,234.589996,237.330002,237.330002,9092357
2015-02-26,237.330002,238.169998,233.500000,236.529999,236.529999,12064967
2015-02-27,236.529999,258.720001,235.699997,253.470001,253.470001,42282820
2015-02-28,253.470001,255.399994,248.729996,254.059998,254.059998,9999594
2015-03-01,254.059998,260.649994,244.770004,257.940002,257.940002,12964061
2015-03-02,257.940002,274.799988,256.149994,273.750000,273.750000,21562624
2015-03-03,273.750000,287.059998,266.119995,280.649994,280.649994,45650597
2015-03-04,280.649994,284.470001,265.910004,271.920013,271.920013,38656923
2015-03-05,271.920013,280.839996,262.809998,275.230011,275.230011,33599454
2015-03-06,275.230011,277.989990,269.019989,272.559998,272.559998,27014943
2015-03-07,272.559998,278.250000,269.410004,274.910004,274.910004,16708000
2015-03-08,274.910004,278.779999,271.309998,274.489990,274.489990,13902830
2015-03-09,274.489990,293.260010,273.790009,290.019989,290.019989,43259194
2015-03-10,290.019989,300.959991,288.119995,291.369995,291.369995,46657647
2015-03-11,291.369995,297.660004,288.880005,295.600006,295.600006,23542829
2015-03-12,295.600006,296.980011,290.829987,293.850006,293.850006,31607747
2015-03-13,293.850006,294.920013,286.079987,287.209991,287.209991,28288614
2015-03-14,287.209991,288.399994,279.299988,281.600006,281.600006,21495879
2015-03-15,281.600006,286.390015,280.369995,284.880005,284.880005,11238833
2015-03-16,284.880005,294.010010,284.769989,290.410004,290.410004,19355605
2015-03-17,290.410004,292.459991,283.250000,285.380005,285.380005,18775700
2015-03-18,285.380005,285.649994,248.190002,255.919998,255.919998,55391241
2015-03-19,255.919998,264.799988,247.000000,260.929993,260.929993,46525086
2015-03-20,260.929993,264.709991,257.850006,261.779999,261.779999,13853175
2015-03-21,261.779999,263.260010,254.020004,259.709991,259.709991,13413360
2015-03-22,259.709991,270.420013,259.000000,268.570007,268.570007,14980752
2015-03-23,268.570007,271.010010,259.380005,265.459991,265.459991,21749937
2015-03-24,265.459991,267.019989,242.669998,246.720001,246.720001,38033136
2015-03-25,246.720001,249.210007,234.839996,246.369995,246.369995,32092197
2015-03-26,246.369995,254.690002,243.520004,248.020004,248.020004,22412560
2015-03-27,248.020004,250.050003,244.470001,247.210007,247.210007,15543779
2015-03-28,247.210007,254.250000,246.279999,252.020004,252.020004,13890988
2015-03-29,252.020004,252.809998,238.929993,242.080002,242.080002,18971340
2015-03-29,242.080002,248.830002,236.550003,246.789993,246.789993,20963830
2015-03-30,246.789993,248.699997,241.179993,244.149994,244.149994,18515676
2015-03-31,244.149994,247.669998,239.570007,246.240005,246.240005,16412525
2015-04-01,246.240005,254.850006,244.250000,252.600006,252.600006,20354036
2015-04-02,252.600006,256.529999,251.259995,254.479996,254.479996,18264452
2015-04-03,254.479996,255.240005,250.309998,252.889999,252.889999,7805160
2015-04-04,252.889999,260.260010,250.600006,259.640015,259.640015,11277271
2015-04-05,259.640015,261.450012,252.320007,254.970001,254.970001,11857398
2015-04-06,254.970001,255.600006,250.149994,252.970001,252.970001,11401051
2015-04-07,252.970001,254.259995,242.570007,244.570007,244.570007,25401433
2015-04-08,244.570007,246.220001,237.619995,243.320007,243.320007,16846896
2015-04-09,243.320007,244.110001,231.300003,234.729996,234.729996,23728422
2015-04-10,234.729996,240.000000,233.119995,236.479996,236.479996,12319489
2015-04-11,236.479996,237.520004,232.270004,235.850006,235.850006,7814533
2015-04-12,235.850006,236.750000,220.360001,223.589996,223.589996,23982950
2015-04-13,223.589996,224.720001,214.270004,217.990005,217.990005,25315606
2015-04-14,217.990005,223.559998,217.149994,222.970001,222.970001,17099352
2015-04-15,222.970001,229.529999,222.869995,227.979996,227.979996,19315044
2015-04-16,227.979996,229.279999,220.559998,222.589996,222.589996,15015559
2015-04-17,222.589996,224.470001,220.570007,223.350006,223.350006,8152434
2015-04-18,223.350006,226.940002,221.960007,223.020004,223.020004,7984589
2015-04-19,223.020004,226.720001,221.580002,224.240005,224.240005,10082693
2015-04-20,224.240005,235.270004,223.289993,233.729996,233.729996,15658818
2015-04-21,233.729996,238.399994,231.800003,233.779999,233.779999,18280060
2015-04-22,233.779999,236.119995,232.580002,235.399994,235.399994,9982620
2015-04-23,235.399994,236.550003,229.059998,231.089996,231.089996,16221169
2015-04-24,231.089996,232.289993,223.050003,226.139999,226.139999,10015666
2015-04-25,226.139999,226.720001,214.139999,218.699997,218.699997,22088733
2015-04-26,218.699997,242.649994,216.600006,228.960007,228.960007,27696437
2015-04-27,228.960007,229.869995,222.029999,225.809998,225.809998,14896418
2015-04-28,225.809998,227.240005,222.250000,225.419998,225.419998,13743340
2015-04-29,225.419998,240.009995,224.679993,235.770004,235.770004,26242196
2015-04-30,235.770004,239.419998,232.380005,233.210007,233.210007,14178420
2015-05-01,233.210007,236.380005,231.729996,235.339996,235.339996,8703582
2015-05-02,235.339996,243.580002,233.800003,239.990005,239.990005,13389153
2015-05-03,239.990005,243.199997,237.449997,238.970001,238.970001,16599243
2015-05-04,238.970001,239.610001,231.779999,235.820007,235.820007,18333196
2015-05-05,235.820007,237.149994,228.240005,230.029999,230.029999,24127653
2015-05-06,230.029999,240.250000,228.330002,237.729996,237.729996,21315971
2015-05-07,237.729996,247.009995,235.770004,243.740005,243.740005,21226000
2015-05-08,243.740005,247.869995,238.520004,241.399994,241.399994,15281109
2015-05-09,241.399994,244.820007,238.229996,239.960007,239.960007,10634289
2015-05-10,239.960007,243.949997,238.860001,241.809998,241.809998,13819530
2015-05-11,241.809998,243.000000,239.179993,241.580002,241.580002,9712214
2015-05-12,241.580002,243.910004,234.070007,236.380005,236.380005,20329395
2015-05-13,236.380005,239.169998,232.360001,236.899994,236.899994,16833656
2015-05-14,236.899994,238.830002,235.529999,237.199997,237.199997,10932777
2015-05-15,237.199997,237.779999,234.570007,236.229996,236.229996,6415070
2015-05-16,236.229996,237.770004,235.350006,236.300003,236.300003,6738302
2015-05-17,236.300003,237.100006,231.460007,232.639999,232.639999,12516261
2015-05-18,232.639999,234.500000,231.270004,232.020004,232.020004,9550029
2015-05-19,232.020004,235.169998,231.470001,233.960007,233.960007,11626735
2015-05-20,233.960007,236.649994,233.610001,235.380005,235.380005,10114419
2015-05-21,235.380005,242.000000,234.559998,240.369995,240.369995,17630641
2015-05-22,240.369995,241.729996,238.050003,238.940002,238.940002,8659651
2015-05-23,238.940002,242.389999,237.479996,240.979996,240.979996,7278251
2015-05-24,240.979996,241.789993,235.809998,237.410004,237.410004,6301300
2015-05-25,237.410004,238.990005,235.580002,237.839996,237.839996,8842430
2015-05-26,237.839996,238.949997,235.889999,237.289993,237.289993,11445501
2015-05-27,237.289993,238.410004,236.229996,237.320007,237.320007,8508673
2015-05-28,237.320007,237.889999,235.130005,237.029999,237.029999,9241377
2015-05-29,237.029999,237.059998,231.589996,233.220001,233.220001,9738568
2015-05-30,233.220001,233.990005,229.130005,229.839996,229.839996,9036624
2015-05-31,229.839996,231.759995,220.970001,223.139999,223.139999,19658919
2015-06-01,223.139999,227.440002,222.250000,225.740005,225.740005,13666049
2015-06-02,225.740005,227.860001,223.690002,225.589996,225.589996,12279838
2015-06-03,225.589996,226.710007,223.490005,224.220001,224.220001,9934190
2015-06-04,224.220001,226.360001,222.149994,225.289993,225.289993,12703848
2015-06-05,225.289993,225.759995,223.529999,224.740005,224.740005,5074897
2015-06-06,224.740005,226.360001,222.210007,223.470001,223.470001,9097310
2015-06-07,223.470001,229.910004,222.990005,228.570007,228.570007,16824026
2015-06-08,228.570007,231.360001,227.509995,229.559998,229.559998,12617632
2015-06-09,229.559998,230.440002,227.839996,228.789993,228.789993,9556657
2015-06-10,228.789993,230.639999,228.539993,229.880005,229.880005,8745318
2015-06-11,229.880005,231.580002,229.289993,230.460007,230.460007,9406856
2015-06-12,230.460007,233.139999,229.009995,232.479996,232.479996,8803491
2015-06-13,232.479996,235.509995,232.089996,233.750000,233.750000,7700053
2015-06-14,233.750000,238.550003,233.289993,237.000000,237.000000,15006949
2015-06-15,237.000000,254.149994,235.699997,249.820007,249.820007,29956654
2015-06-16,249.820007,258.480011,245.089996,247.380005,247.380005,30652977
2015-06-17,247.380005,251.949997,242.460007,248.440002,248.440002,19421567
2015-06-18,248.440002,250.809998,243.649994,244.130005,244.130005,20914718
2015-06-19,244.130005,246.630005,238.699997,244.979996,244.979996,12470598
2015-06-20,244.979996,246.029999,240.940002,244.100006,244.100006,6140997
2015-06-21,244.100006,248.600006,243.160004,247.460007,247.460007,11713076
2015-06-22,247.460007,247.669998,242.320007,243.759995,243.759995,9432470
2015-06-23,243.759995,244.509995,239.050003,240.559998,240.559998,11415709
2015-06-24,240.559998,243.649994,239.320007,242.559998,242.559998,9791297
2015-06-25,242.559998,243.490005,240.139999,242.949997,242.949997,9112156
2015-06-26,242.949997,251.570007,241.830002,250.729996,250.729996,13525813
2015-06-27,250.729996,251.589996,246.619995,248.880005,248.880005,9955671
2015-06-28,248.880005,257.540009,247.960007,256.970001,256.970001,23504772
2015-06-29,256.970001,268.730011,255.369995,264.119995,264.119995,30621602
2015-06-30,264.119995,265.000000,254.410004,257.619995,257.619995,17316801
2015-07-01,257.619995,261.290009,253.089996,254.880005,254.880005,11560214
2015-07-02,254.880005,256.709991,252.440002,255.399994,255.399994,9335969
2015-07-03,255.399994,261.079987,253.369995,260.549988,260.549988,8502000
